(1301.2, 0.1, 336.0)
(1301.0, 0.1, 336.0)
(1300.9, 0.1, 336.0)
(1300.7, 0.1, 336.0)
(1300.5, 0.1, 336.0)
(1300.4, 0.1, 336.0)
(1300.2, 0.1, 336.0)
(1300.0, 0.1, 336.0)
(1299.9, 0.1, 336.0)
(1299.7, 0.1, 336.0)
(1299.5, 0.1, 336.0)
(1299.3, 0.1, 336.1)
(1299.0, 0.1, 336.1)
(1298.9, 0.1, 336.1)
(1298.6, 0.1, 336.1)
(1298.4, 0.1, 336.1)
(1298.1, 0.1, 336.1)
(1297.9, 0.1, 336.1)
(1297.7, 0.1, 336.1)
(1297.4, 0.1, 336.1)
(1297.2, 0.1, 336.1)
(1297.0, 0.1, 336.1)
(1296.7, 0.1, 336.1)
(1296.5, 0.1, 336.1)
(1296.3, 0.1, 336.2)
(1296.0, 0.1, 336.2)
(1295.8, 0.1, 336.2)
(1295.5, 0.1, 336.2)
(1295.2, 0.1, 336.3)
(1295.0, 0.1, 336.3)
(1294.8, 0.1, 336.4)
(1294.6, 0.1, 336.4)
(1294.4, 0.1, 336.5)
(1294.2, 0.1, 336.6)
(1294.0, 0.1, 336.7)
(1293.9, 0.1, 336.8)
(1293.7, 0.1, 336.9)
(1293.5, 0.1, 337.0)
(1293.3, 0.1, 337.1)
(1293.2, 0.1, 337.2)
(1293.0, 0.1, 337.3)
(1292.9, 0.1, 337.4)
(1292.7, 0.1, 337.5)
(1292.6, 0.1, 337.6)
(1292.4, 0.1, 337.7)
(1292.3, 0.1, 337.7)
(1292.1, 0.1, 337.8)
(1291.9, 0.1, 337.9)
(1291.7, 0.1, 338.0)
(1291.5, 0.1, 338.1)
(1291.3, 0.1, 338.2)
(1291.1, 0.1, 338.3)
(1290.8, 0.1, 338.5)
(1290.6, 0.1, 338.6)
(1290.3, 0.1, 338.7)
(1290.1, 0.1, 338.8)
(1289.8, 0.1, 339.0)
(1289.6, 0.1, 339.1)
(1289.4, 0.1, 339.2)
(1289.2, 0.1, 339.3)
(1288.9, 0.1, 339.5)
(1288.8, 0.1, 339.6)
(1288.6, 0.1, 339.7)
(1288.3, 0.1, 339.9)
(1288.1, 0.1, 340.0)
(1288.0, 0.1, 340.2)
(1287.8, 0.1, 340.3)
(1287.6, 0.1, 340.5)
(1287.4, 0.1, 340.7)
(1287.3, 0.1, 340.8)
(1287.1, 0.1, 340.9)
(1286.9, 0.1, 341.0)
(1286.7, 0.1, 341.2)
(1286.6, 0.1, 341.3)
(1286.4, 0.1, 341.4)
(1286.2, 0.1, 341.6)
(1286.1, 0.1, 341.7)
(1285.9, 0.1, 341.8)
(1285.7, 0.1, 341.9)
(1285.6, 0.1, 342.1)
(1285.4, 0.1, 342.2)
(1285.3, 0.1, 342.4)
(1285.2, 0.1, 342.5)
(1285.1, 0.1, 342.7)
(1285.0, 0.1, 342.8)
(1284.9, 0.1, 342.9)
(1284.7, 0.1, 343.1)
(1284.6, 0.1, 343.2)
(1284.5, 0.1, 343.3)
(1284.4, 0.1, 343.4)
(1284.2, 0.1, 343.6)
(1284.1, 0.1, 343.7)
(1283.9, 0.1, 343.9)
(1283.8, 0.1, 344.1)
(1283.6, 0.1, 344.3)
(1283.5, 0.1, 344.5)
(1283.4, 0.1, 344.7)
(1283.3, 0.1, 344.9)
(1283.1, 0.1, 345.1)
(1283.0, 0.1, 345.3)
(1282.9, 0.1, 345.4)
(1282.8, 0.1, 345.7)
(1282.7, 0.1, 345.8)
(1282.6, 0.1, 346.0)
(1282.5, 0.1, 346.2)
(1282.4, 0.1, 346.4)
(1282.2, 0.1, 346.6)
(1282.1, 0.1, 346.7)
(1282.0, 0.1, 346.9)
(1281.9, 0.1, 347.1)
(1281.8, 0.1, 347.3)
(1281.7, 0.1, 347.4)
(1281.5, 0.1, 347.7)
(1281.3, 0.1, 347.9)
(1281.2, 0.1, 348.2)
(1281.0, 0.1, 348.5)
(1280.9, 0.1, 348.7)
(1280.9, 0.1, 349.0)
(1280.8, 0.1, 349.3)
(1280.7, 0.1, 349.6)
(1280.7, 0.1, 349.9)
(1280.6, 0.1, 350.3)
(1280.6, 0.1, 350.5)
(1280.5, 0.1, 350.8)
(1280.4, 0.1, 351.1)
(1280.3, 0.1, 351.3)
(1280.2, 0.1, 351.7)
(1280.2, 0.1, 351.9)
(1280.1, 0.1, 352.3)
(1280.1, 0.1, 352.6)
(1280.1, 0.1, 352.9)
(1280.1, 0.1, 353.1)
(1280.1, 0.1, 353.5)
(1280.0, 0.1, 353.7)
(1280.0, 0.1, 354.0)
(1280.0, 0.1, 354.2)
(1279.9, 0.1, 354.5)
(1279.9, 0.1, 354.9)
(1279.8, 0.1, 355.2)
(1279.8, 0.1, 355.6)
(1279.8, 0.1, 355.9)
(1279.7, 0.1, 356.3)
(1279.7, 0.1, 356.6)
(1279.7, 0.1, 357.0)
(1279.7, 0.1, 357.3)
(1279.7, 0.1, 357.6)
(1279.7, 0.1, 357.9)
(1279.7, 0.1, 358.3)
(1279.7, 0.1, 358.6)
(1279.7, 0.1, 358.9)
(1279.7, 0.1, 359.2)
(1279.6, 0.1, 359.5)
(1279.6, 0.1, 359.8)
(1279.6, 0.1, 360.1)
(1279.6, 0.1, 360.4)
(1279.6, 0.1, 360.7)
(1279.6, 0.1, 361.0)
(1279.6, 0.1, 361.3)
(1279.5, 0.1, 361.5)
(1279.5, 0.1, 361.8)
(1279.5, 0.1, 362.1)
(1279.5, 0.1, 362.3)
(1279.5, 0.1, 362.6)
(1279.5, 0.1, 362.8)
(1279.5, 0.1, 363.1)
(1279.5, 0.1, 363.4)
(1279.5, 0.1, 363.7)
(1279.5, 0.1, 363.9)
(1279.5, 0.1, 364.2)
(1279.5, 0.1, 364.4)
(1279.5, 0.1, 364.6)
(1279.5, 0.1, 364.8)
(1279.5, 0.1, 365.1)
(1279.4, 0.1, 365.3)
(1279.4, 0.1, 365.5)
(1279.4, 0.1, 365.8)
(1279.4, 0.1, 366.0)
(1279.4, 0.1, 366.3)
(1279.4, 0.1, 366.7)
(1279.4, 0.1, 367.0)
(1279.4, 0.1, 367.2)
(1279.4, 0.1, 367.6)
(1279.4, 0.1, 367.9)
(1279.4, 0.1, 368.3)
(1279.3, 0.1, 368.6)
(1279.3, 0.1, 368.9)
(1279.3, 0.1, 369.3)
(1279.3, 0.1, 369.6)
(1279.3, 0.1, 370.0)
(1279.3, 0.1, 370.3)
(1279.3, 0.1, 370.7)
(1279.3, 0.1, 371.0)
(1279.3, 0.1, 371.3)
(1279.3, 0.1, 371.7)
(1279.2, 0.1, 372.0)
(1279.2, 0.1, 372.3)
(1279.2, 0.1, 372.7)
(1279.2, 0.1, 373.0)
(1279.2, 0.1, 373.4)
(1279.3, 0.1, 373.7)
(1279.3, 0.1, 374.0)
(1279.4, 0.1, 374.3)
(1279.4, 0.1, 374.6)
(1279.4, 0.1, 374.9)
(1279.4, 0.1, 375.2)
(1279.4, 0.1, 375.4)
(1279.4, 0.1, 375.7)
(1279.5, 0.1, 376.0)
(1279.5, 0.1, 376.4)
(1279.5, 0.1, 376.6)
(1279.5, 0.1, 376.9)
(1279.5, 0.1, 377.1)
(1279.5, 0.1, 377.4)
(1279.6, 0.1, 377.6)
(1279.6, 0.1, 377.9)
(1279.6, 0.1, 378.1)
(1279.6, 0.1, 378.4)
(1279.6, 0.1, 378.6)
(1279.6, 0.1, 378.8)
(1279.6, 0.1, 379.0)
(1279.6, 0.1, 379.2)
(1279.7, 0.1, 379.4)
(1279.7, 0.1, 379.6)
(1279.7, 0.1, 379.8)
(1279.7, 0.1, 380.0)
(1279.8, 0.1, 380.2)
(1279.8, 0.1, 380.4)
(1279.8, 0.1, 380.6)
(1279.8, 0.1, 380.7)
(1279.9, 0.1, 380.9)
(1279.9, 0.1, 381.1)
(1279.9, 0.1, 381.3)
(1279.9, 0.1, 381.4)
(1280.0, 0.1, 381.6)
(1280.0, 0.1, 381.8)
(1280.0, 0.1, 381.9)
(1280.0, 0.1, 382.1)
(1280.1, 0.1, 382.3)
(1280.1, 0.1, 382.4)
(1280.2, 0.1, 382.5)
(1280.2, 0.1, 382.7)
(1280.3, 0.1, 382.8)
(1280.4, 0.1, 382.9)
(1280.4, 0.1, 383.1)
(1280.5, 0.1, 383.2)
(1280.5, 0.1, 383.4)
(1280.6, 0.1, 383.5)
(1280.6, 0.1, 383.6)
(1280.6, 0.1, 383.7)
(1280.7, 0.1, 383.9)
(1280.7, 0.1, 384.0)
(1280.7, 0.1, 384.1)
(1280.8, 0.1, 384.2)
(1280.8, 0.1, 384.4)
(1280.8, 0.1, 384.5)
(1280.8, 0.1, 384.6)
(1280.9, 0.1, 384.7)
(1280.9, 0.1, 384.8)
(1281.0, 0.1, 384.9)
(1281.1, 0.1, 385.0)
(1281.1, 0.1, 385.1)
(1281.2, 0.1, 385.2)
(1281.3, 0.1, 385.4)
(1281.3, 0.1, 385.5)
(1281.4, 0.1, 385.6)
(1281.4, 0.1, 385.7)
(1281.4, 0.1, 385.9)
(1281.5, 0.1, 386.0)
(1281.5, 0.1, 386.1)
(1281.6, 0.1, 386.2)
(1281.6, 0.1, 386.4)
(1281.7, 0.1, 386.5)
(1281.7, 0.1, 386.6)
(1281.8, 0.1, 386.7)
(1281.8, 0.1, 386.8)
(1281.8, 0.1, 386.9)
(1281.9, 0.1, 387.0)
(1281.9, 0.1, 387.1)
(1281.9, 0.1, 387.2)
(1282.0, 0.1, 387.3)
(1282.0, 0.1, 387.4)
(1282.1, 0.1, 387.6)
(1282.2, 0.1, 387.8)
(1282.2, 0.1, 387.9)
(1282.3, 0.1, 388.1)
(1282.4, 0.1, 388.3)
(1282.4, 0.1, 388.4)
(1282.5, 0.1, 388.6)
(1282.6, 0.1, 388.7)
(1282.6, 0.1, 388.8)
(1282.7, 0.1, 388.9)
(1282.8, 0.1, 389.0)
(1282.8, 0.1, 389.2)
(1282.9, 0.1, 389.3)
(1282.9, 0.1, 389.4)
(1283.0, 0.1, 389.5)
(1283.0, 0.1, 389.6)
(1283.1, 0.1, 389.7)
(1283.2, 0.1, 389.8)
(1283.2, 0.1, 389.9)
(1283.3, 0.1, 390.0)
(1283.3, 0.1, 390.1)
(1283.4, 0.1, 390.2)
(1283.5, 0.1, 390.2)
(1283.6, 0.1, 390.3)
(1283.6, 0.1, 390.4)
(1283.7, 0.1, 390.5)
(1283.8, 0.1, 390.6)
(1283.8, 0.1, 390.7)
(1283.9, 0.1, 390.8)
(1283.9, 0.1, 390.8)
(1284.0, 0.1, 390.9)
(1284.0, 0.1, 391.0)
(1284.1, 0.1, 391.1)
(1284.2, 0.1, 391.2)
(1284.2, 0.1, 391.3)
(1284.3, 0.1, 391.5)
(1284.4, 0.1, 391.6)
(1284.5, 0.1, 391.7)
(1284.6, 0.1, 391.8)
(1284.7, 0.1, 392.0)
(1284.8, 0.1, 392.1)
(1284.8, 0.1, 392.2)
(1284.9, 0.1, 392.3)
(1285.0, 0.1, 392.4)
(1285.1, 0.1, 392.5)
(1285.2, 0.1, 392.6)
(1285.3, 0.1, 392.6)
(1285.4, 0.1, 392.7)
(1285.4, 0.1, 392.8)
(1285.5, 0.1, 392.9)
(1285.6, 0.1, 393.0)
(1285.7, 0.1, 393.0)
(1285.8, 0.1, 393.1)
(1285.9, 0.1, 393.2)
(1286.0, 0.1, 393.2)
(1286.0, 0.1, 393.3)
(1286.1, 0.1, 393.3)
(1286.2, 0.1, 393.4)
(1286.3, 0.1, 393.4)
(1286.4, 0.1, 393.5)
(1286.4, 0.1, 393.6)
(1286.5, 0.1, 393.6)
(1286.5, 0.1, 393.7)
(1286.6, 0.1, 393.7)
(1286.7, 0.1, 393.8)
(1286.7, 0.1, 393.8)
(1286.8, 0.1, 393.9)
(1286.9, 0.1, 394.0)
(1286.9, 0.1, 394.0)
(1287.0, 0.1, 394.0)
(1287.1, 0.1, 394.1)
(1287.1, 0.1, 394.1)
(1287.2, 0.1, 394.2)
(1287.3, 0.1, 394.3)
(1287.4, 0.1, 394.3)
(1287.5, 0.1, 394.5)
(1287.6, 0.1, 394.6)
(1287.8, 0.1, 394.7)
(1288.0, 0.1, 394.9)
(1288.1, 0.1, 395.1)
(1288.3, 0.1, 395.2)
(1288.5, 0.1, 395.4)
(1288.7, 0.1, 395.6)
(1289.0, 0.1, 395.7)
(1289.2, 0.1, 395.9)
(1289.4, 0.1, 396.0)
(1289.6, 0.1, 396.1)
(1289.9, 0.1, 396.3)
(1290.1, 0.1, 396.5)
(1290.3, 0.1, 396.6)
(1290.6, 0.1, 396.7)
(1290.8, 0.1, 396.7)
(1291.1, 0.1, 396.8)
(1291.3, 0.1, 396.9)
(1291.5, 0.1, 396.9)
